strain,seqid,source,type,start,end,length,strand,score,phase,gene_id,name,product,locus_tag,gene_biotype,attributes
CDC1551,NC_002755.2,RefSeq,gene,3765240,3765791,552,-,,,gene-MT_RS17660,mfpA,,MT_RS17660,protein_coding,ID=gene-MT_RS17660;Name=mfpA;gbkey=Gene;gene=mfpA;gene_biotype=protein_coding;locus_tag=MT_RS17660;old_locus_tag=MT3469
CDC1551,NC_002755.2,Protein Homology,CDS,3765240,3765791,552,-,,0,cds-WP_003417767.1,WP_003417767.1,pentapeptide repeat protein MfpA,MT_RS17660,protein_coding,ID=cds-WP_003417767.1;Parent=gene-MT_RS17660;Dbxref=GenBank:WP_003417767.1;Name=WP_003417767.1;gbkey=CDS;gene=mfpA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217878.1;locus_tag=MT_RS17660;product=pentapeptide repeat protein MfpA;protein_id=WP_003417767.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3765798,3766379,582,-,,,gene-MT_RS17665,MT_RS17665,,MT_RS17665,protein_coding,ID=gene-MT_RS17665;Name=MT_RS17665;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17665;old_locus_tag=MT3470
CDC1551,NC_002755.2,Protein Homology,CDS,3765798,3766379,582,-,,0,cds-WP_003417769.1,WP_003417769.1,GTP-binding protein,MT_RS17665,protein_coding,"ID=cds-WP_003417769.1;Parent=gene-MT_RS17665;Dbxref=GenBank:WP_003417769.1;Name=WP_003417769.1;Ontology_term=GO:0003924,GO:0005525;gbkey=CDS;go_function=GTPase activity|0003924||IEA,GTP binding|0005525||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217879.1;locus_tag=MT_RS17665;product=GTP-binding protein;protein_id=WP_003417769.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,3766360,3766728,369,-,,,gene-MT_RS17670,MT_RS17670,,MT_RS17670,protein_coding,ID=gene-MT_RS17670;Name=MT_RS17670;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17670;old_locus_tag=MT3471
CDC1551,NC_002755.2,Protein Homology,CDS,3766360,3766728,369,-,,0,cds-WP_003417772.1,WP_003417772.1,DUF742 domain-containing protein,MT_RS17670,protein_coding,ID=cds-WP_003417772.1;Parent=gene-MT_RS17670;Dbxref=GenBank:WP_003417772.1;Name=WP_003417772.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217880.1;locus_tag=MT_RS17670;product=DUF742 domain-containing protein;protein_id=WP_003417772.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3766706,3767098,393,-,,,gene-MT_RS17675,MT_RS17675,,MT_RS17675,protein_coding,ID=gene-MT_RS17675;Name=MT_RS17675;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17675;old_locus_tag=MT3472
CDC1551,NC_002755.2,Protein Homology,CDS,3766706,3767098,393,-,,0,cds-WP_003417776.1,WP_003417776.1,serine protease inhibitor,MT_RS17675,protein_coding,ID=cds-WP_003417776.1;Parent=gene-MT_RS17675;Dbxref=GenBank:WP_003417776.1;Name=WP_003417776.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217881.1;locus_tag=MT_RS17675;product=serine protease inhibitor;protein_id=WP_003417776.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3767095,3769725,2631,-,,,gene-MT_RS17680,MT_RS17680,,MT_RS17680,protein_coding,ID=gene-MT_RS17680;Name=MT_RS17680;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17680;old_locus_tag=MT3474
CDC1551,NC_002755.2,Protein Homology,CDS,3767095,3769725,2631,-,,0,cds-WP_003900676.1,WP_003900676.1,sensor histidine kinase,MT_RS17680,protein_coding,ID=cds-WP_003900676.1;Parent=gene-MT_RS17680;Dbxref=GenBank:WP_003900676.1;Name=WP_003900676.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217882.1;locus_tag=MT_RS17680;product=sensor histidine kinase;protein_id=WP_003900676.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3769961,3770425,465,+,,,gene-MT_RS17685,spoU,,MT_RS17685,protein_coding,ID=gene-MT_RS17685;Name=spoU;gbkey=Gene;gene=spoU;gene_biotype=protein_coding;locus_tag=MT_RS17685;old_locus_tag=MT3475
CDC1551,NC_002755.2,Protein Homology,CDS,3769961,3770425,465,+,,0,cds-WP_003417878.1,WP_003417878.1,tRNA (cytidine(34)-2'-O)-methyltransferase,MT_RS17685,protein_coding,"ID=cds-WP_003417878.1;Parent=gene-MT_RS17685;Dbxref=GenBank:WP_003417878.1;Name=WP_003417878.1;Ontology_term=GO:0001510,GO:0003723,GO:0008173,GO:0141098,GO:1904047;gbkey=CDS;gene=spoU;go_function=RNA binding|0003723||IEA,RNA methyltransferase activity|0008173||IEA,tRNA (cytidine(34)-2'-O)-methyltransferase activity|0141098||IEA,S-adenosyl-L-methionine binding|1904047||IEA;go_process=RNA methylation|0001510||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217883.1;locus_tag=MT_RS17685;product=tRNA (cytidine(34)-2'-O)-methyltransferase;protein_id=WP_003417878.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,3770792,3772567,1776,+,,,gene-MT_RS17690,MT_RS17690,,MT_RS17690,protein_coding,ID=gene-MT_RS17690;Name=MT_RS17690;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17690;old_locus_tag=MT3476
CDC1551,NC_002755.2,Protein Homology,CDS,3770792,3772567,1776,+,,0,cds-WP_009938654.1,WP_009938654.1,PE family protein,MT_RS17690,protein_coding,"ID=cds-WP_009938654.1;Parent=gene-MT_RS17690;Dbxref=GenBank:WP_009938654.1;Name=WP_009938654.1;Ontology_term=GO:0005576,GO:0009986;gbkey=CDS;go_component=extracellular region|0005576||IEA,cell surface|0009986||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:YP_177965.1;locus_tag=MT_RS17690;product=PE family protein;protein_id=WP_009938654.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,3772568,3773212,645,-,,,gene-MT_RS17695,MT_RS17695,,MT_RS17695,protein_coding,ID=gene-MT_RS17695;Name=MT_RS17695;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17695;old_locus_tag=MT3477
CDC1551,NC_002755.2,Protein Homology,CDS,3772568,3773212,645,-,,0,cds-WP_003417881.1,WP_003417881.1,nitroreductase family protein,MT_RS17695,protein_coding,ID=cds-WP_003417881.1;Parent=gene-MT_RS17695;Dbxref=GenBank:WP_003417881.1;Name=WP_003417881.1;Ontology_term=GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217885.1;locus_tag=MT_RS17695;product=nitroreductase family protein;protein_id=WP_003417881.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3773235,3773645,411,+,,,gene-MT_RS17700,MT_RS17700,,MT_RS17700,protein_coding,ID=gene-MT_RS17700;Name=MT_RS17700;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17700;old_locus_tag=MT3478
CDC1551,NC_002755.2,Protein Homology,CDS,3773235,3773645,411,+,,0,cds-WP_003912209.1,WP_003912209.1,TIGR03667 family PPOX class F420-dependent oxidoreductase,MT_RS17700,protein_coding,"ID=cds-WP_003912209.1;Parent=gene-MT_RS17700;Dbxref=GenBank:WP_003912209.1;Name=WP_003912209.1;Ontology_term=GO:0016491,GO:0070967;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA,coenzyme F420 binding|0070967||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003912209.1;locus_tag=MT_RS17700;product=TIGR03667 family PPOX class F420-dependent oxidoreductase;protein_id=WP_003912209.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,3773734,3777009,3276,-,,,gene-MT_RS17705,dnaE2,,MT_RS17705,protein_coding,ID=gene-MT_RS17705;Name=dnaE2;gbkey=Gene;gene=dnaE2;gene_biotype=protein_coding;locus_tag=MT_RS17705;old_locus_tag=MT3480
CDC1551,NC_002755.2,Protein Homology,CDS,3773734,3777009,3276,-,,0,cds-WP_003417885.1,WP_003417885.1,error-prone DNA polymerase DnaE2,MT_RS17705,protein_coding,ID=cds-WP_003417885.1;Parent=gene-MT_RS17705;Dbxref=GenBank:WP_003417885.1;Name=WP_003417885.1;gbkey=CDS;gene=dnaE2;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003417885.1;locus_tag=MT_RS17705;product=error-prone DNA polymerase DnaE2;protein_id=WP_003417885.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3777165,3778505,1341,+,,,gene-MT_RS17710,MT_RS17710,,MT_RS17710,protein_coding,ID=gene-MT_RS17710;Name=MT_RS17710;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17710;old_locus_tag=MT3481
CDC1551,NC_002755.2,Protein Homology,CDS,3777165,3778505,1341,+,,0,cds-WP_010924648.1,WP_010924648.1,diacyglycerol O-acyltransferase,MT_RS17710,protein_coding,ID=cds-WP_010924648.1;Parent=gene-MT_RS17710;Dbxref=GenBank:WP_010924648.1;Name=WP_010924648.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217888.1;locus_tag=MT_RS17710;product=diacyglycerol O-acyltransferase;protein_id=WP_010924648.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3778547,3779722,1176,+,,,gene-MT_RS17715,otsB,,MT_RS17715,protein_coding,ID=gene-MT_RS17715;Name=otsB;gbkey=Gene;gene=otsB;gene_biotype=protein_coding;locus_tag=MT_RS17715;old_locus_tag=MT3482
CDC1551,NC_002755.2,Protein Homology,CDS,3778547,3779722,1176,+,,0,cds-WP_003417892.1,WP_003417892.1,trehalose-phosphatase,MT_RS17715,protein_coding,"ID=cds-WP_003417892.1;Parent=gene-MT_RS17715;Dbxref=GenBank:WP_003417892.1;Name=WP_003417892.1;Ontology_term=GO:0005992,GO:0004805;gbkey=CDS;gene=otsB;go_function=trehalose-phosphatase activity|0004805||IEA;go_process=trehalose biosynthetic process|0005992||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217889.1;locus_tag=MT_RS17715;product=trehalose-phosphatase;protein_id=WP_003417892.1;transl_table=11"
CDC1551,NC_002755.2,Protein Homology,CDS,3779776,3779865,90,+,,0,cds-MT_RS21720,,PE domain-containing protein,MT_RS21720,protein_coding,"ID=cds-MT_RS21720;Parent=gene-MT_RS21720;Note=incomplete%3B partial in the middle of a contig%3B missing C-terminus;end_range=3779865,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:YP_177968.1;locus_tag=MT_RS21720;partial=true;product=PE domain-containing protein;pseudo=true;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,3779974,3780600,627,+,,,gene-MT_RS17720,MT_RS17720,,MT_RS17720,protein_coding,ID=gene-MT_RS17720;Name=MT_RS17720;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17720;old_locus_tag=MT3484
CDC1551,NC_002755.2,Protein Homology,CDS,3779974,3780600,627,+,,0,cds-WP_009938655.1,WP_009938655.1,enoyl-CoA hydratase/isomerase family protein,MT_RS17720,protein_coding,ID=cds-WP_009938655.1;Parent=gene-MT_RS17720;Dbxref=GenBank:WP_009938655.1;Name=WP_009938655.1;Ontology_term=GO:0003824;gbkey=CDS;go_function=catalytic activity|0003824||IEA;inference=COORDINATES: protein motif:HMM:NF012596.6;locus_tag=MT_RS17720;product=enoyl-CoA hydratase/isomerase family protein;protein_id=WP_009938655.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3780601,3780849,249,+,,,gene-MT_RS23225,MT_RS23225,,MT_RS23225,protein_coding,ID=gene-MT_RS23225;Name=MT_RS23225;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS23225
CDC1551,NC_002755.2,Protein Homology,CDS,3780601,3780849,249,+,,0,cds-WP_003417897.1,WP_003417897.1,enoyl-CoA hydratase,MT_RS23225,protein_coding,ID=cds-WP_003417897.1;Parent=gene-MT_RS23225;Dbxref=GenBank:WP_003417897.1;Name=WP_003417897.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014001712.1;locus_tag=MT_RS23225;product=enoyl-CoA hydratase;protein_id=WP_003417897.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3780854,3782281,1428,+,,,gene-MT_RS17730,amiD,,MT_RS17730,protein_coding,ID=gene-MT_RS17730;Name=amiD;gbkey=Gene;gene=amiD;gene_biotype=protein_coding;locus_tag=MT_RS17730;old_locus_tag=MT3485
CDC1551,NC_002755.2,Protein Homology,CDS,3780854,3782281,1428,+,,0,cds-WP_003417900.1,WP_003417900.1,amidase,MT_RS17730,protein_coding,ID=cds-WP_003417900.1;Parent=gene-MT_RS17730;Dbxref=GenBank:WP_003417900.1;Name=WP_003417900.1;Ontology_term=GO:0003824;gbkey=CDS;gene=amiD;go_function=catalytic activity|0003824||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217892.1;locus_tag=MT_RS17730;product=amidase;protein_id=WP_003417900.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3782389,3783042,654,+,,,gene-MT_RS17735,MT_RS17735,,MT_RS17735,protein_coding,ID=gene-MT_RS17735;Name=MT_RS17735;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17735;old_locus_tag=MT3486
CDC1551,NC_002755.2,Protein Homology,CDS,3782389,3783042,654,+,,0,cds-WP_003417903.1,WP_003417903.1,HAD family hydrolase,MT_RS17735,protein_coding,ID=cds-WP_003417903.1;Parent=gene-MT_RS17735;Dbxref=GenBank:WP_003417903.1;Name=WP_003417903.1;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217893.1;locus_tag=MT_RS17735;product=HAD family hydrolase;protein_id=WP_003417903.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3783081,3784586,1506,-,,,gene-MT_RS17740,MT_RS17740,,MT_RS17740,protein_coding,ID=gene-MT_RS17740;Name=MT_RS17740;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17740;old_locus_tag=MT3487
CDC1551,NC_002755.2,Protein Homology,CDS,3783081,3784586,1506,-,,0,cds-WP_010924649.1,WP_010924649.1,type B diterpene cyclase,MT_RS17740,protein_coding,ID=cds-WP_010924649.1;Parent=gene-MT_RS17740;Dbxref=GenBank:WP_010924649.1;Name=WP_010924649.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217894.1;locus_tag=MT_RS17740;product=type B diterpene cyclase;protein_id=WP_010924649.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3784591,3785481,891,-,,,gene-MT_RS17745,MT_RS17745,,MT_RS17745,protein_coding,ID=gene-MT_RS17745;Name=MT_RS17745;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17745;old_locus_tag=MT3488
CDC1551,NC_002755.2,Protein Homology,CDS,3784591,3785481,891,-,,0,cds-WP_003417908.1,WP_003417908.1,diterpene synthase,MT_RS17745,protein_coding,ID=cds-WP_003417908.1;Parent=gene-MT_RS17745;Dbxref=GenBank:WP_003417908.1;Name=WP_003417908.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217895.1;locus_tag=MT_RS17745;product=diterpene synthase;protein_id=WP_003417908.1;transl_table=11
CDC1551,NC_002755.2,Protein Homology,CDS,3785490,3787293,1804,-,,0,cds-MT_RS17750,,1-deoxy-D-xylulose-5-phosphate synthase,MT_RS17750,protein_coding,"ID=cds-MT_RS17750;Parent=gene-MT_RS17750;Note=frameshifted;Ontology_term=GO:0016114,GO:0008661;gbkey=CDS;go_function=1-deoxy-D-xylulose-5-phosphate synthase activity|0008661||IEA;go_process=terpenoid biosynthetic process|0016114||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010950880.1;locus_tag=MT_RS17750;product=1-deoxy-D-xylulose-5-phosphate synthase;pseudo=true;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,3787323,3788312,990,-,,,gene-MT_RS17760,ispH,,MT_RS17760,protein_coding,ID=gene-MT_RS17760;Name=ispH;gbkey=Gene;gene=ispH;gene_biotype=protein_coding;locus_tag=MT_RS17760;old_locus_tag=MT3490
CDC1551,NC_002755.2,Protein Homology,CDS,3787323,3788312,990,-,,0,cds-WP_003417912.1,WP_003417912.1,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,MT_RS17760,protein_coding,"ID=cds-WP_003417912.1;Parent=gene-MT_RS17760;Dbxref=GenBank:WP_003417912.1;Name=WP_003417912.1;Ontology_term=GO:0019288,GO:0050992,GO:0046872,GO:0051745;gbkey=CDS;gene=ispH;go_function=metal ion binding|0046872||IEA,4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity|0051745||IEA;go_process=isopentenyl diphosphate biosynthetic process%2C methylerythritol 4-phosphate pathway|0019288||IEA,dimethylallyl diphosphate biosynthetic process|0050992||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:YP_177967.1;locus_tag=MT_RS17760;product=4-hydroxy-3-methylbut-2-enyl diphosphate reductase;protein_id=WP_003417912.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,3788312,3789364,1053,-,,,gene-MT_RS17765,idsB,,MT_RS17765,protein_coding,ID=gene-MT_RS17765;Name=idsB;gbkey=Gene;gene=idsB;gene_biotype=protein_coding;locus_tag=MT_RS17765;old_locus_tag=MT3491
CDC1551,NC_002755.2,Protein Homology,CDS,3788312,3789364,1053,-,,0,cds-WP_003900678.1,WP_003900678.1,geranylgeranyl diphosphate synthase IdsB,MT_RS17765,protein_coding,"ID=cds-WP_003900678.1;Parent=gene-MT_RS17765;Dbxref=GenBank:WP_003900678.1;Name=WP_003900678.1;Ontology_term=GO:0008299,GO:0033386,GO:0004311,GO:0004659;gbkey=CDS;gene=idsB;go_function=geranylgeranyl diphosphate synthase activity|0004311||IEA,prenyltransferase activity|0004659||IEA;go_process=isoprenoid biosynthetic process|0008299||IEA,geranylgeranyl diphosphate biosynthetic process|0033386||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217900.1;locus_tag=MT_RS17765;product=geranylgeranyl diphosphate synthase IdsB;protein_id=WP_003900678.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,3790118,3790510,393,-,,,gene-MT_RS17770,MT_RS17770,,MT_RS17770,protein_coding,ID=gene-MT_RS17770;Name=MT_RS17770;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17770;old_locus_tag=MT3492
CDC1551,NC_002755.2,Protein Homology,CDS,3790118,3790510,393,-,,0,cds-WP_003417916.1,WP_003417916.1,type II toxin-antitoxin system VapC family toxin,MT_RS17770,protein_coding,ID=cds-WP_003417916.1;Parent=gene-MT_RS17770;Dbxref=GenBank:WP_003417916.1;Name=WP_003417916.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217901.1;locus_tag=MT_RS17770;product=type II toxin-antitoxin system VapC family toxin;protein_id=WP_003417916.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3790510,3790785,276,-,,,gene-MT_RS17775,MT_RS17775,,MT_RS17775,protein_coding,ID=gene-MT_RS17775;Name=MT_RS17775;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17775;old_locus_tag=MT3493
CDC1551,NC_002755.2,Protein Homology,CDS,3790510,3790785,276,-,,0,cds-WP_003912214.1,WP_003912214.1,type II toxin-antitoxin system Phd/YefM family antitoxin,MT_RS17775,protein_coding,ID=cds-WP_003912214.1;Parent=gene-MT_RS17775;Dbxref=GenBank:WP_003912214.1;Name=WP_003912214.1;Ontology_term=GO:0110001;gbkey=CDS;go_component=toxin-antitoxin complex|0110001||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003912214.1;locus_tag=MT_RS17775;product=type II toxin-antitoxin system Phd/YefM family antitoxin;protein_id=WP_003912214.1;transl_table=11
CDC1551,NC_002755.2,Protein Homology,CDS,3790967,3792338,1372,+,,0,cds-MT_RS21725,,ISNCY family transposase,MT_RS21725,protein_coding,ID=cds-MT_RS21725;Parent=gene-MT_RS21725;Note=frameshifted;Ontology_term=GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_076612244.1;locus_tag=MT_RS21725;product=ISNCY family transposase;pseudo=true;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3792528,3794723,2196,+,,,gene-MT_RS17790,MT_RS17790,,MT_RS17790,protein_coding,ID=gene-MT_RS17790;Name=MT_RS17790;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17790;old_locus_tag=MT3495
CDC1551,NC_002755.2,Protein Homology,CDS,3792528,3794723,2196,+,,0,cds-WP_042507700.1,WP_042507700.1,PE family protein,MT_RS17790,protein_coding,"ID=cds-WP_042507700.1;Parent=gene-MT_RS17790;Dbxref=GenBank:WP_042507700.1;Name=WP_042507700.1;Ontology_term=GO:0005576,GO:0009986;gbkey=CDS;go_component=extracellular region|0005576||IEA,cell surface|0009986||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:YP_177968.1;locus_tag=MT_RS17790;product=PE family protein;protein_id=WP_042507700.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,3794794,3795666,873,-,,,gene-MT_RS17795,htdY,,MT_RS17795,protein_coding,ID=gene-MT_RS17795;Name=htdY;gbkey=Gene;gene=htdY;gene_biotype=protein_coding;locus_tag=MT_RS17795;old_locus_tag=MT3496
CDC1551,NC_002755.2,Protein Homology,CDS,3794794,3795666,873,-,,0,cds-WP_003417929.1,WP_003417929.1,3-hydroxyacyl-thioester dehydratase HtdY,MT_RS17795,protein_coding,ID=cds-WP_003417929.1;Parent=gene-MT_RS17795;Dbxref=GenBank:WP_003417929.1;Name=WP_003417929.1;gbkey=CDS;gene=htdY;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217906.1;locus_tag=MT_RS17795;product=3-hydroxyacyl-thioester dehydratase HtdY;protein_id=WP_003417929.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3795740,3796450,711,+,,,gene-MT_RS17800,lpqD,,MT_RS17800,protein_coding,ID=gene-MT_RS17800;Name=lpqD;gbkey=Gene;gene=lpqD;gene_biotype=protein_coding;locus_tag=MT_RS17800;old_locus_tag=MT3497
CDC1551,NC_002755.2,Protein Homology,CDS,3795740,3796450,711,+,,0,cds-WP_010924651.1,WP_010924651.1,histidine phosphatase family protein,MT_RS17800,protein_coding,ID=cds-WP_010924651.1;Parent=gene-MT_RS17800;Dbxref=GenBank:WP_010924651.1;Name=WP_010924651.1;Ontology_term=GO:0016791;gbkey=CDS;gene=lpqD;go_function=phosphatase activity|0016791||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217907.1;locus_tag=MT_RS17800;product=histidine phosphatase family protein;protein_id=WP_010924651.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3796496,3798448,1953,+,,,gene-MT_RS17805,MT_RS17805,,MT_RS17805,protein_coding,ID=gene-MT_RS17805;Name=MT_RS17805;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17805;old_locus_tag=MT3498
CDC1551,NC_002755.2,Protein Homology,CDS,3796496,3798448,1953,+,,0,cds-WP_003417940.1,WP_003417940.1,SDR family oxidoreductase,MT_RS17805,protein_coding,ID=cds-WP_003417940.1;Parent=gene-MT_RS17805;Dbxref=GenBank:WP_003417940.1;Name=WP_003417940.1;Ontology_term=GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217908.1;locus_tag=MT_RS17805;product=SDR family oxidoreductase;protein_id=WP_003417940.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3798449,3799312,864,-,,,gene-MT_RS17810,cmaA1,,MT_RS17810,protein_coding,ID=gene-MT_RS17810;Name=cmaA1;gbkey=Gene;gene=cmaA1;gene_biotype=protein_coding;locus_tag=MT_RS17810;old_locus_tag=MT3499
CDC1551,NC_002755.2,Protein Homology,CDS,3798449,3799312,864,-,,0,cds-WP_003917785.1,WP_003917785.1,cyclopropane mycolic acid synthase CmaA1,MT_RS17810,protein_coding,ID=cds-WP_003917785.1;Parent=gene-MT_RS17810;Dbxref=GenBank:WP_003917785.1;Name=WP_003917785.1;gbkey=CDS;gene=cmaA1;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217909.1;locus_tag=MT_RS17810;product=cyclopropane mycolic acid synthase CmaA1;protein_id=WP_003917785.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3799336,3800262,927,+,,,gene-MT_RS17815,iunH,,MT_RS17815,protein_coding,ID=gene-MT_RS17815;Name=iunH;gbkey=Gene;gene=iunH;gene_biotype=protein_coding;locus_tag=MT_RS17815;old_locus_tag=MT3500
CDC1551,NC_002755.2,Protein Homology,CDS,3799336,3800262,927,+,,0,cds-WP_003417946.1,WP_003417946.1,nucleoside hydrolase IunH,MT_RS17815,protein_coding,ID=cds-WP_003417946.1;Parent=gene-MT_RS17815;Dbxref=GenBank:WP_003417946.1;Name=WP_003417946.1;gbkey=CDS;gene=iunH;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217910.1;locus_tag=MT_RS17815;product=nucleoside hydrolase IunH;protein_id=WP_003417946.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3800317,3801900,1584,-,,,gene-MT_RS17820,MT_RS17820,,MT_RS17820,protein_coding,ID=gene-MT_RS17820;Name=MT_RS17820;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17820;old_locus_tag=MT3501
CDC1551,NC_002755.2,Protein Homology,CDS,3800317,3801900,1584,-,,0,cds-WP_003900042.1,WP_003900042.1,DNA polymerase Y family protein,MT_RS17820,protein_coding,"ID=cds-WP_003900042.1;Parent=gene-MT_RS17820;Dbxref=GenBank:WP_003900042.1;Name=WP_003900042.1;Ontology_term=GO:0006261,GO:0000287,GO:0003684,GO:0003887;gbkey=CDS;go_function=magnesium ion binding|0000287||IEA,damaged DNA binding|0003684||IEA,DNA-directed DNA polymerase activity|0003887||IEA;go_process=DNA-templated DNA replication|0006261||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217911.1;locus_tag=MT_RS17820;product=DNA polymerase Y family protein;protein_id=WP_003900042.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,3801897,3802511,615,-,,,gene-MT_RS17825,MT_RS17825,,MT_RS17825,protein_coding,ID=gene-MT_RS17825;Name=MT_RS17825;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17825;old_locus_tag=MT3502
CDC1551,NC_002755.2,Protein Homology,CDS,3801897,3802511,615,-,,0,cds-WP_003900043.1,WP_003900043.1,hypothetical protein,MT_RS17825,protein_coding,ID=cds-WP_003900043.1;Parent=gene-MT_RS17825;Dbxref=GenBank:WP_003900043.1;Name=WP_003900043.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217912.2;locus_tag=MT_RS17825;product=hypothetical protein;protein_id=WP_003900043.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,3802510,3803220,711,+,,,gene-MT_RS17830,MT_RS17830,,MT_RS17830,protein_coding,ID=gene-MT_RS17830;Name=MT_RS17830;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS17830;old_locus_tag=MT3503
