strain,seqid,source,type,start,end,length,strand,score,phase,gene_id,name,product,locus_tag,gene_biotype,attributes
H37Rv,NC_000962.3,RefSeq,gene,4046303,4047496,1194,-,,,gene-Rv3604c,Rv3604c,,Rv3604c,protein_coding,ID=gene-Rv3604c;Dbxref=GeneID:885232;Name=Rv3604c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3604c
H37Rv,NC_000962.3,RefSeq,CDS,4046303,4047496,1194,-,,0,cds-NP_218121.2,NP_218121.2,transmembrane protein,Rv3604c,protein_coding,"ID=cds-NP_218121.2;Parent=gene-Rv3604c;Dbxref=GenBank:NP_218121.2,GeneID:885232;Name=NP_218121.2;Note=A core mycobacterial gene%3B conserved in mycobacterial strains (See Marmiesse et al.%2C 2004 PMID:14766927).;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;locus_tag=Rv3604c;product=transmembrane protein;protein_id=NP_218121.2;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4047705,4048181,477,-,,,gene-Rv3605c,Rv3605c,,Rv3605c,protein_coding,ID=gene-Rv3605c;Dbxref=GeneID:885844;Name=Rv3605c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3605c
H37Rv,NC_000962.3,RefSeq,CDS,4047705,4048181,477,-,,0,cds-NP_218122.1,NP_218122.1,hypothetical protein,Rv3605c,protein_coding,"ID=cds-NP_218122.1;Parent=gene-Rv3605c;Dbxref=GenBank:NP_218122.1,GeneID:885844;Name=NP_218122.1;Note=A core mycobacterial gene%3B conserved in mycobacterial strains (See Marmiesse et al.%2C 2004 PMID:14766927).;gbkey=CDS;locus_tag=Rv3605c;product=hypothetical protein;protein_id=NP_218122.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4048181,4048747,567,-,,,gene-Rv3606c,folK,,Rv3606c,protein_coding,ID=gene-Rv3606c;Dbxref=GeneID:885848;Name=folK;gbkey=Gene;gene=folK;gene_biotype=protein_coding;locus_tag=Rv3606c
H37Rv,NC_000962.3,RefSeq,CDS,4048181,4048747,567,-,,0,cds-NP_218123.1,NP_218123.1,2-amino-4-hydroxy-6-hydroxymethyldihydropteridinepyrophosphokinase,Rv3606c,protein_coding,"ID=cds-NP_218123.1;Parent=gene-Rv3606c;Dbxref=GenBank:NP_218123.1,GeneID:885848;Name=NP_218123.1;Note=7%2C8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK) (6-hydroxymethyl-7%2C8-dihydropterin pyrophosphokinase) (PPPK) (2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphok;gbkey=CDS;gene=folK;locus_tag=Rv3606c;product=2-amino-4-hydroxy-6-hydroxymethyldihydropteridinepyrophosphokinase;protein_id=NP_218123.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4048744,4049145,402,-,,,gene-Rv3607c,folB,,Rv3607c,protein_coding,ID=gene-Rv3607c;Dbxref=GeneID:885345;Name=folB;gbkey=Gene;gene=folB;gene_biotype=protein_coding;gene_synonym=folX;locus_tag=Rv3607c
H37Rv,NC_000962.3,RefSeq,CDS,4048744,4049145,402,-,,0,cds-YP_177996.1,YP_177996.1,dihydroneopterin aldolase,Rv3607c,protein_coding,"ID=cds-YP_177996.1;Parent=gene-Rv3607c;Dbxref=GenBank:YP_177996.1,GeneID:885345;Name=YP_177996.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=folB;locus_tag=Rv3607c;product=dihydroneopterin aldolase;protein_id=YP_177996.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4049138,4049980,843,-,,,gene-Rv3608c,folP1,,Rv3608c,protein_coding,ID=gene-Rv3608c;Dbxref=GeneID:885831;Name=folP1;gbkey=Gene;gene=folP1;gene_biotype=protein_coding;locus_tag=Rv3608c
H37Rv,NC_000962.3,RefSeq,CDS,4049138,4049980,843,-,,0,cds-YP_177997.1,YP_177997.1,dihydropteroate synthase,Rv3608c,protein_coding,"ID=cds-YP_177997.1;Parent=gene-Rv3608c;Dbxref=GenBank:YP_177997.1,GeneID:885831;Name=YP_177997.1;Note=DHPS 1 (dihydropteroate pyrophosphorylase 1) (dihydropteroate diphosphorylase 1);experiment=DESCRIPTION:Protein purification and characterization[PMID:10542185];gbkey=CDS;gene=folP1;inference=protein motif:PROSITE:PS00793;locus_tag=Rv3608c;product=dihydropteroate synthase;protein_id=YP_177997.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4049977,4050585,609,-,,,gene-Rv3609c,folE,,Rv3609c,protein_coding,ID=gene-Rv3609c;Dbxref=GeneID:885346;Name=folE;gbkey=Gene;gene=folE;gene_biotype=protein_coding;gene_synonym=gchA;locus_tag=Rv3609c
H37Rv,NC_000962.3,RefSeq,CDS,4049977,4050585,609,-,,0,cds-NP_218126.1,NP_218126.1,GTP cyclohydrolase I,Rv3609c,protein_coding,"ID=cds-NP_218126.1;Parent=gene-Rv3609c;Dbxref=GenBank:NP_218126.1,GeneID:885346;Name=NP_218126.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=folE;inference=protein motif:PROSITE:PS00860;locus_tag=Rv3609c;product=GTP cyclohydrolase I;protein_id=NP_218126.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4050601,4052883,2283,-,,,gene-Rv3610c,ftsH,,Rv3610c,protein_coding,ID=gene-Rv3610c;Dbxref=GeneID:885732;Name=ftsH;gbkey=Gene;gene=ftsH;gene_biotype=protein_coding;locus_tag=Rv3610c
H37Rv,NC_000962.3,RefSeq,CDS,4050601,4052883,2283,-,,0,cds-NP_218127.1,NP_218127.1,zinc metalloprotease FtsH,Rv3610c,protein_coding,"ID=cds-NP_218127.1;Parent=gene-Rv3610c;Dbxref=GenBank:NP_218127.1,GeneID:885732;Name=NP_218127.1;Note=ATP-dependentFtsH%2C cell division protein%2C membrane-bound protease;experiment=DESCRIPTION:Gene expression%2C mutation analysis[PMID:16884108],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=ftsH;inference=protein motif:PROSITE:PS00674;locus_tag=Rv3610c;product=zinc metalloprotease FtsH;protein_id=NP_218127.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4053518,4053847,330,-,,,gene-Rv3612c,Rv3612c,,Rv3612c,protein_coding,ID=gene-Rv3612c;Dbxref=GeneID:885381;Name=Rv3612c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3612c
H37Rv,NC_000962.3,RefSeq,CDS,4053518,4053847,330,-,,0,cds-NP_218129.1,NP_218129.1,hypothetical protein,Rv3612c,protein_coding,"ID=cds-NP_218129.1;Parent=gene-Rv3612c;Dbxref=GenBank:NP_218129.1,GeneID:885381;Name=NP_218129.1;gbkey=CDS;locus_tag=Rv3612c;product=hypothetical protein;protein_id=NP_218129.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4053881,4054042,162,-,,,gene-Rv3613c,Rv3613c,,Rv3613c,protein_coding,ID=gene-Rv3613c;Dbxref=GeneID:885124;Name=Rv3613c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3613c
H37Rv,NC_000962.3,RefSeq,CDS,4053881,4054042,162,-,,0,cds-NP_218130.1,NP_218130.1,hypothetical protein,Rv3613c,protein_coding,"ID=cds-NP_218130.1;Parent=gene-Rv3613c;Dbxref=GenBank:NP_218130.1,GeneID:885124;Name=NP_218130.1;gbkey=CDS;locus_tag=Rv3613c;product=hypothetical protein;protein_id=NP_218130.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4054142,4054696,555,-,,,gene-Rv3614c,espD,,Rv3614c,protein_coding,ID=gene-Rv3614c;Dbxref=GeneID:885777;Name=espD;gbkey=Gene;gene=espD;gene_biotype=protein_coding;gene_synonym=snm10;locus_tag=Rv3614c
H37Rv,NC_000962.3,RefSeq,CDS,4054142,4054696,555,-,,0,cds-NP_218131.1,NP_218131.1,ESX-1 secretion-associated protein EspD,Rv3614c,protein_coding,"ID=cds-NP_218131.1;Parent=gene-Rv3614c;Dbxref=GenBank:NP_218131.1,GeneID:885777;Name=NP_218131.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=espD;locus_tag=Rv3614c;product=ESX-1 secretion-associated protein EspD;protein_id=NP_218131.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4054812,4055123,312,-,,,gene-Rv3615c,espC,,Rv3615c,protein_coding,ID=gene-Rv3615c;Dbxref=GeneID:885770;Name=espC;gbkey=Gene;gene=espC;gene_biotype=protein_coding;gene_synonym=snm9;locus_tag=Rv3615c
H37Rv,NC_000962.3,RefSeq,CDS,4054812,4055123,312,-,,0,cds-NP_218132.1,NP_218132.1,ESX-1 secretion-associated protein EspC,Rv3615c,protein_coding,"ID=cds-NP_218132.1;Parent=gene-Rv3615c;Dbxref=GenBank:NP_218132.1,GeneID:885770;Name=NP_218132.1;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=espC;locus_tag=Rv3615c;product=ESX-1 secretion-associated protein EspC;protein_id=NP_218132.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4055197,4056375,1179,-,,,gene-Rv3616c,espA,,Rv3616c,protein_coding,ID=gene-Rv3616c;Dbxref=GeneID:885377;Name=espA;gbkey=Gene;gene=espA;gene_biotype=protein_coding;locus_tag=Rv3616c
H37Rv,NC_000962.3,RefSeq,CDS,4055197,4056375,1179,-,,0,cds-NP_218133.1,NP_218133.1,ESX-1 secretion-associated protein EspA,Rv3616c,protein_coding,"ID=cds-NP_218133.1;Parent=gene-Rv3616c;Dbxref=GenBank:NP_218133.1,GeneID:885377;Name=NP_218133.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=espA;locus_tag=Rv3616c;product=ESX-1 secretion-associated protein EspA;protein_id=NP_218133.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4057733,4058701,969,+,,,gene-Rv3617,ephA,,Rv3617,protein_coding,ID=gene-Rv3617;Dbxref=GeneID:885769;Name=ephA;gbkey=Gene;gene=ephA;gene_biotype=protein_coding;locus_tag=Rv3617
H37Rv,NC_000962.3,RefSeq,CDS,4057733,4058701,969,+,,0,cds-NP_218134.1,NP_218134.1,epoxide hydrolase EphA,Rv3617,protein_coding,"ID=cds-NP_218134.1;Parent=gene-Rv3617;Dbxref=GenBank:NP_218134.1,GeneID:885769;Name=NP_218134.1;Note=epoxide hydratase (arene-oxide hydratase);experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=ephA;inference=protein motif:PROSITE:PS00888;locus_tag=Rv3617;product=epoxide hydrolase EphA;protein_id=NP_218134.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4058698,4059885,1188,+,,,gene-Rv3618,Rv3618,,Rv3618,protein_coding,ID=gene-Rv3618;Dbxref=GeneID:885276;Name=Rv3618;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3618
H37Rv,NC_000962.3,RefSeq,CDS,4058698,4059885,1188,+,,0,cds-NP_218135.1,NP_218135.1,monooxygenase,Rv3618,protein_coding,"ID=cds-NP_218135.1;Parent=gene-Rv3618;Dbxref=GenBank:NP_218135.1,GeneID:885276;Name=NP_218135.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv3618;product=monooxygenase;protein_id=NP_218135.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4059984,4060268,285,-,,,gene-Rv3619c,esxV,,Rv3619c,protein_coding,"ID=gene-Rv3619c;Dbxref=GeneID:885328;Name=esxV;gbkey=Gene;gene=esxV;gene_biotype=protein_coding;gene_synonym=ES6_1,Mtb9.9D;locus_tag=Rv3619c"
H37Rv,NC_000962.3,RefSeq,CDS,4059984,4060268,285,-,,0,cds-NP_218136.1,NP_218136.1,ESAT-6 like protein EsxV,Rv3619c,protein_coding,"ID=cds-NP_218136.1;Parent=gene-Rv3619c;Dbxref=GenBank:NP_218136.1,GeneID:885328;Name=NP_218136.1;gbkey=CDS;gene=esxV;locus_tag=Rv3619c;product=ESAT-6 like protein EsxV;protein_id=NP_218136.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4060295,4060591,297,-,,,gene-Rv3620c,esxW,,Rv3620c,protein_coding,"ID=gene-Rv3620c;Dbxref=GeneID:885787;Name=esxW;gbkey=Gene;gene=esxW;gene_biotype=protein_coding;gene_synonym=ES6_10,QILSS;locus_tag=Rv3620c"
H37Rv,NC_000962.3,RefSeq,CDS,4060295,4060591,297,-,,0,cds-NP_218137.1,NP_218137.1,ESAT-6 like protein EsxW,Rv3620c,protein_coding,"ID=cds-NP_218137.1;Parent=gene-Rv3620c;Dbxref=GenBank:NP_218137.1,GeneID:885787;Name=NP_218137.1;experiment=EXISTENCE:Mass spectrometry[PMID:14595687];gbkey=CDS;gene=esxW;locus_tag=Rv3620c;product=ESAT-6 like protein EsxW;protein_id=NP_218137.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4060648,4061889,1242,-,,,gene-Rv3621c,PPE65,,Rv3621c,protein_coding,ID=gene-Rv3621c;Dbxref=GeneID:885097;Name=PPE65;gbkey=Gene;gene=PPE65;gene_biotype=protein_coding;locus_tag=Rv3621c
H37Rv,NC_000962.3,RefSeq,CDS,4060648,4061889,1242,-,,0,cds-YP_177998.1,YP_177998.1,PPE family protein PPE65,Rv3621c,protein_coding,"ID=cds-YP_177998.1;Parent=gene-Rv3621c;Dbxref=GenBank:YP_177998.1,GeneID:885097;Name=YP_177998.1;Note=Member of the Mycobacterium tuberculosis PPE protein family;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;gene=PPE65;locus_tag=Rv3621c;product=PPE family protein PPE65;protein_id=YP_177998.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4061899,4062198,300,-,,,gene-Rv3622c,PE32,,Rv3622c,protein_coding,ID=gene-Rv3622c;Dbxref=GeneID:885712;Name=PE32;gbkey=Gene;gene=PE32;gene_biotype=protein_coding;locus_tag=Rv3622c
H37Rv,NC_000962.3,RefSeq,CDS,4061899,4062198,300,-,,0,cds-YP_177999.1,YP_177999.1,PE family protein PE32,Rv3622c,protein_coding,"ID=cds-YP_177999.1;Parent=gene-Rv3622c;Dbxref=GenBank:YP_177999.1,GeneID:885712;Name=YP_177999.1;Note=Member of the Mycobacterium tuberculosis PE family%2C PGRS subfamily of ala-%2C gly-rich proteins;gbkey=CDS;gene=PE32;locus_tag=Rv3622c;product=PE family protein PE32;protein_id=YP_177999.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4062527,4063249,723,+,,,gene-Rv3623,lpqG,,Rv3623,protein_coding,ID=gene-Rv3623;Dbxref=GeneID:885233;Name=lpqG;gbkey=Gene;gene=lpqG;gene_biotype=protein_coding;locus_tag=Rv3623
H37Rv,NC_000962.3,RefSeq,CDS,4062527,4063249,723,+,,0,cds-NP_218140.1,NP_218140.1,lipoprotein LpqG,Rv3623,protein_coding,"ID=cds-NP_218140.1;Parent=gene-Rv3623;Dbxref=GenBank:NP_218140.1,GeneID:885233;Name=NP_218140.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=lpqG;inference=protein motif:PROSITE:PS00013;locus_tag=Rv3623;product=lipoprotein LpqG;protein_id=NP_218140.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4063254,4063904,651,-,,,gene-Rv3624c,hpt,,Rv3624c,protein_coding,ID=gene-Rv3624c;Dbxref=GeneID:885398;Name=hpt;gbkey=Gene;gene=hpt;gene_biotype=protein_coding;gene_synonym=hprT;locus_tag=Rv3624c
H37Rv,NC_000962.3,RefSeq,CDS,4063254,4063904,651,-,,0,cds-NP_218141.1,NP_218141.1,hypoxanthine-guanine phosphoribosyltransferase,Rv3624c,protein_coding,"ID=cds-NP_218141.1;Parent=gene-Rv3624c;Dbxref=GenBank:NP_218141.1,GeneID:885398;Name=NP_218141.1;Note=Hpt (HGPRT) (HGPRTase) (hypoxanthine phosphoribosyltransferase) (imp pyrophosphorylase) (imp diphosphorylase) (transphosphoribosyltransferase) (guanine phosphoribosyltransferase);experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=hpt;inference=protein motif:PROSITE:PS00103;locus_tag=Rv3624c;product=hypoxanthine-guanine phosphoribosyltransferase;protein_id=NP_218141.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4063901,4064872,972,-,,,gene-Rv3625c,mesJ,,Rv3625c,protein_coding,ID=gene-Rv3625c;Dbxref=GeneID:885409;Name=mesJ;gbkey=Gene;gene=mesJ;gene_biotype=protein_coding;locus_tag=Rv3625c
H37Rv,NC_000962.3,RefSeq,CDS,4063901,4064872,972,-,,0,cds-NP_218142.1,NP_218142.1,tRNA(Ile)-lysidine synthase,Rv3625c,protein_coding,"ID=cds-NP_218142.1;Parent=gene-Rv3625c;Dbxref=GenBank:NP_218142.1,GeneID:885409;Name=NP_218142.1;Note=cell cycle protein MesJ;gbkey=CDS;gene=mesJ;locus_tag=Rv3625c;product=tRNA(Ile)-lysidine synthase;protein_id=NP_218142.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4064851,4065903,1053,-,,,gene-Rv3626c,Rv3626c,,Rv3626c,protein_coding,ID=gene-Rv3626c;Dbxref=GeneID:885792;Name=Rv3626c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3626c
H37Rv,NC_000962.3,RefSeq,CDS,4064851,4065903,1053,-,,0,cds-NP_218143.1,NP_218143.1,hypothetical protein,Rv3626c,protein_coding,"ID=cds-NP_218143.1;Parent=gene-Rv3626c;Dbxref=GenBank:NP_218143.1,GeneID:885792;Name=NP_218143.1;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;inference=protein motif:PROSITE:PS00142;locus_tag=Rv3626c;product=hypothetical protein;protein_id=NP_218143.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4065900,4067285,1386,-,,,gene-Rv3627c,Rv3627c,,Rv3627c,protein_coding,ID=gene-Rv3627c;Dbxref=GeneID:885728;Name=Rv3627c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3627c
H37Rv,NC_000962.3,RefSeq,CDS,4065900,4067285,1386,-,,0,cds-NP_218144.1,NP_218144.1,hypothetical protein,Rv3627c,protein_coding,"ID=cds-NP_218144.1;Parent=gene-Rv3627c;Dbxref=GenBank:NP_218144.1,GeneID:885728;Name=NP_218144.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv3627c;product=hypothetical protein;protein_id=NP_218144.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4067423,4067911,489,+,,,gene-Rv3628,ppa,,Rv3628,protein_coding,ID=gene-Rv3628;Dbxref=GeneID:885775;Name=ppa;gbkey=Gene;gene=ppa;gene_biotype=protein_coding;locus_tag=Rv3628
H37Rv,NC_000962.3,RefSeq,CDS,4067423,4067911,489,+,,0,cds-NP_218145.1,NP_218145.1,inorganic pyrophosphatase,Rv3628,protein_coding,"ID=cds-NP_218145.1;Parent=gene-Rv3628;Dbxref=GenBank:NP_218145.1,GeneID:885775;Name=NP_218145.1;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=ppa;locus_tag=Rv3628;product=inorganic pyrophosphatase;protein_id=NP_218145.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4067957,4069054,1098,-,,,gene-Rv3629c,Rv3629c,,Rv3629c,protein_coding,ID=gene-Rv3629c;Dbxref=GeneID:885351;Name=Rv3629c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3629c
H37Rv,NC_000962.3,RefSeq,CDS,4067957,4069054,1098,-,,0,cds-NP_218146.1,NP_218146.1,integral membrane protein,Rv3629c,protein_coding,"ID=cds-NP_218146.1;Parent=gene-Rv3629c;Dbxref=GenBank:NP_218146.1,GeneID:885351;Name=NP_218146.1;experiment=EXISTENCE:Mass spectrometry[PMID:17443846];gbkey=CDS;locus_tag=Rv3629c;product=integral membrane protein;protein_id=NP_218146.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4069175,4070470,1296,+,,,gene-Rv3630,Rv3630,,Rv3630,protein_coding,ID=gene-Rv3630;Dbxref=GeneID:885802;Name=Rv3630;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3630
H37Rv,NC_000962.3,RefSeq,CDS,4069175,4070470,1296,+,,0,cds-NP_218147.1,NP_218147.1,integral membrane protein,Rv3630,protein_coding,"ID=cds-NP_218147.1;Parent=gene-Rv3630;Dbxref=GenBank:NP_218147.1,GeneID:885802;Name=NP_218147.1;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;inference=protein motif:PROSITE:PS00639;locus_tag=Rv3630;product=integral membrane protein;protein_id=NP_218147.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4070514,4071239,726,+,,,gene-Rv3631,Rv3631,,Rv3631,protein_coding,ID=gene-Rv3631;Dbxref=GeneID:885314;Name=Rv3631;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3631
H37Rv,NC_000962.3,RefSeq,CDS,4070514,4071239,726,+,,0,cds-NP_218148.1,NP_218148.1,transferase,Rv3631,protein_coding,"ID=cds-NP_218148.1;Parent=gene-Rv3631;Dbxref=GenBank:NP_218148.1,GeneID:885314;Name=NP_218148.1;gbkey=CDS;locus_tag=Rv3631;product=transferase;protein_id=NP_218148.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4071236,4071580,345,+,,,gene-Rv3632,Rv3632,,Rv3632,protein_coding,ID=gene-Rv3632;Dbxref=GeneID:885711;Name=Rv3632;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3632
H37Rv,NC_000962.3,RefSeq,CDS,4071236,4071580,345,+,,0,cds-NP_218149.1,NP_218149.1,membrane protein,Rv3632,protein_coding,"ID=cds-NP_218149.1;Parent=gene-Rv3632;Dbxref=GenBank:NP_218149.1,GeneID:885711;Name=NP_218149.1;Note=A core mycobacterial gene%3B conserved in mycobacterial strains (See Marmiesse et al.%2C 2004 PMID:14766927).;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv3632;product=membrane protein;protein_id=NP_218149.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4071791,4072666,876,+,,,gene-Rv3633,Rv3633,,Rv3633,protein_coding,ID=gene-Rv3633;Dbxref=GeneID:885252;Name=Rv3633;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3633
H37Rv,NC_000962.3,RefSeq,CDS,4071791,4072666,876,+,,0,cds-NP_218150.1,NP_218150.1,hypothetical protein,Rv3633,protein_coding,"ID=cds-NP_218150.1;Parent=gene-Rv3633;Dbxref=GenBank:NP_218150.1,GeneID:885252;Name=NP_218150.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv3633;product=hypothetical protein;protein_id=NP_218150.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4072667,4073611,945,-,,,gene-Rv3634c,galE1,,Rv3634c,protein_coding,ID=gene-Rv3634c;Dbxref=GeneID:885765;Name=galE1;gbkey=Gene;gene=galE1;gene_biotype=protein_coding;gene_synonym=rmlB2;locus_tag=Rv3634c
H37Rv,NC_000962.3,RefSeq,CDS,4072667,4073611,945,-,,0,cds-NP_215015.2,NP_215015.2,UDP-glucose 4-epimerase,Rv3634c,protein_coding,"ID=cds-NP_215015.2;Parent=gene-Rv3634c;Dbxref=GenBank:NP_215015.2,GeneID:885765;Name=NP_215015.2;Note=galactowaldenase (UDP-galactose 4-epimerase) (uridine diphosphate galactose 4-epimerase) (uridine diphospho-galactose 4-epimerase);experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=galE1;locus_tag=Rv3634c;product=UDP-glucose 4-epimerase;protein_id=NP_215015.2;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4073634,4075409,1776,+,,,gene-Rv3635,Rv3635,,Rv3635,protein_coding,ID=gene-Rv3635;Dbxref=GeneID:885675;Name=Rv3635;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3635
H37Rv,NC_000962.3,RefSeq,CDS,4073634,4075409,1776,+,,0,cds-NP_218152.1,NP_218152.1,transmembrane protein,Rv3635,protein_coding,"ID=cds-NP_218152.1;Parent=gene-Rv3635;Dbxref=GenBank:NP_218152.1,GeneID:885675;Name=NP_218152.1;gbkey=CDS;locus_tag=Rv3635;product=transmembrane protein;protein_id=NP_218152.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4076984,4077730,747,+,,,gene-Rv3638,Rv3638,,Rv3638,protein_coding,ID=gene-Rv3638;Dbxref=GeneID:885803;Name=Rv3638;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3638
H37Rv,NC_000962.3,RefSeq,CDS,4076984,4077730,747,+,,0,cds-NP_218155.1,NP_218155.1,transposase,Rv3638,protein_coding,"ID=cds-NP_218155.1;Parent=gene-Rv3638;Dbxref=GenBank:NP_218155.1,GeneID:885803;Name=NP_218155.1;gbkey=CDS;locus_tag=Rv3638;product=transposase;protein_id=NP_218155.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4077884,4078450,567,-,,,gene-Rv3639c,Rv3639c,,Rv3639c,protein_coding,ID=gene-Rv3639c;Dbxref=GeneID:885244;Name=Rv3639c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3639c
H37Rv,NC_000962.3,RefSeq,CDS,4077884,4078450,567,-,,0,cds-NP_218156.1,NP_218156.1,hypothetical protein,Rv3639c,protein_coding,"ID=cds-NP_218156.1;Parent=gene-Rv3639c;Dbxref=GenBank:NP_218156.1,GeneID:885244;Name=NP_218156.1;gbkey=CDS;locus_tag=Rv3639c;product=hypothetical protein;protein_id=NP_218156.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4078520,4079749,1230,-,,,gene-Rv3640c,Rv3640c,,Rv3640c,protein_coding,ID=gene-Rv3640c;Dbxref=GeneID:885324;Name=Rv3640c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3640c
H37Rv,NC_000962.3,RefSeq,CDS,4078520,4079749,1230,-,,0,cds-NP_218157.1,NP_218157.1,transposase,Rv3640c,protein_coding,"ID=cds-NP_218157.1;Parent=gene-Rv3640c;Dbxref=GenBank:NP_218157.1,GeneID:885324;Name=NP_218157.1;experiment=EXISTENCE:Mass spectrometry[PMID:15525680];gbkey=CDS;locus_tag=Rv3640c;product=transposase;protein_id=NP_218157.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4079925,4080560,636,-,,,gene-Rv3641c,fic,,Rv3641c,protein_coding,ID=gene-Rv3641c;Dbxref=GeneID:885540;Name=fic;gbkey=Gene;gene=fic;gene_biotype=protein_coding;locus_tag=Rv3641c
